"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",1715.219,0.2745,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",1715.219,0.2139,"F",11
"","",NA,"","","","F12",1715.219,NA,"F",12
"","",NA,"","","","G1",1715.219,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",1715.219,0.1659,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",1715.219,0.1741,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",1715.219,0.2812,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",1715.219,0.176,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",1715.219,0.1589,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",1715.219,0.4208,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",1715.219,0.2395,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",1715.219,0.3299,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",1715.219,0.1907,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",1715.219,0.3238,"G",11
"","",NA,"","","","G12",1715.219,NA,"G",12
"","",NA,"","","","H1",1715.219,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",1715.219,0.1798,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",1715.219,0.2114,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",1715.219,0.1169,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",1715.219,0.1444,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",1715.219,0.1348,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",1715.219,0.1558,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",1715.219,0.2158,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",1715.219,0.197,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",1715.219,0.1403,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",1715.219,0.2676,"H",11
"","",NA,"","","","H12",1715.219,NA,"H",12
"","",NA,"","","","A1",2288.043,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",2288.043,0.1917,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",2288.043,0.3353,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",2288.043,0.1662,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",2288.043,0.2577,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",2288.043,0.4968,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",2288.043,0.7301,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",2288.043,0.6468,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",2288.043,0.2854,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",2288.043,0.44,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",2288.043,0.4992,"A",11
"","",NA,"","","","A12",2288.043,NA,"A",12
"","",NA,"","","","B1",2288.043,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",2288.043,0.2746,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",2288.043,0.2685,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",2288.043,0.1435,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",2288.043,0.4299,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",2288.043,0.3726,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",2288.043,0.2161,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",2288.043,0.5285,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",2288.043,0.4733,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",2288.043,0.4359,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",2288.043,0.4468,"B",11
"","",NA,"","","","B12",2288.043,NA,"B",12
"","",NA,"","","","C1",2288.043,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",2288.043,0.1304,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",2288.043,0.2133,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",2288.043,0.2029,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",2288.043,0.1831,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",2288.043,0.2537,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",2288.043,0.2362,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",2288.043,0.1688,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",2288.043,0.1392,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",2288.043,0.2308,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",2288.043,0.1415,"C",11
"","",NA,"","","","C12",2288.043,NA,"C",12
"","",NA,"","","","D1",2288.043,NA,"D",1
"","",NA,"","","","D2",2288.043,NA,"D",2
"","",NA,"","","","D3",2288.043,NA,"D",3
"","",NA,"","","","D4",2288.043,NA,"D",4
"","",NA,"","","","D5",2288.043,NA,"D",5
"","",NA,"","","","D6",2288.043,NA,"D",6
"","",NA,"","","","D7",2288.043,NA,"D",7
"","",NA,"","","","D8",2288.043,NA,"D",8
"","",NA,"","","","D9",2288.043,NA,"D",9
"","",NA,"","","","D10",2288.043,NA,"D",10
"","",NA,"","","","D11",2288.043,NA,"D",11
"","",NA,"","","","D12",2288.043,NA,"D",12
"","",NA,"","","","E1",2288.043,NA,"E",1
"","",NA,"","","","E2",2288.043,NA,"E",2
"","",NA,"","","","E3",2288.043,NA,"E",3
"","",NA,"","","","E4",2288.043,NA,"E",4
"","",NA,"","","","E5",2288.043,NA,"E",5
"","",NA,"","","","E6",2288.043,NA,"E",6
"","",NA,"","","","E7",2288.043,NA,"E",7
"","",NA,"","","","E8",2288.043,NA,"E",8
"","",NA,"","","","E9",2288.043,NA,"E",9
"","",NA,"","","","E10",2288.043,NA,"E",10
"","",NA,"","","","E11",2288.043,NA,"E",11
"","",NA,"","","","E12",2288.043,NA,"E",12
"","",NA,"","","","F1",2288.043,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",2288.043,0.1757,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",2288.043,0.201,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",2288.043,0.1163,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",2288.043,0.1655,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",2288.043,0.1752,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",2288.043,0.1961,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",2288.043,0.2253,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",2288.043,0.299,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",2288.043,0.2929,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",2288.043,0.2277,"F",11
"","",NA,"","","","F12",2288.043,NA,"F",12
"","",NA,"","","","G1",2288.043,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",2288.043,0.1841,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",2288.043,0.1725,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",2288.043,0.2848,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",2288.043,0.181,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",2288.043,0.1664,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",2288.043,0.4021,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",2288.043,0.2382,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",2288.043,0.3344,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",2288.043,0.1987,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",2288.043,0.3394,"G",11
"","",NA,"","","","G12",2288.043,NA,"G",12
"","",NA,"","","","H1",2288.043,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",2288.043,0.1817,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",2288.043,0.2163,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",2288.043,0.1186,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",2288.043,0.149,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",2288.043,0.1376,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",2288.043,0.1601,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",2288.043,0.2238,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",2288.043,0.2026,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",2288.043,0.144,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",2288.043,0.2782,"H",11
"","",NA,"","","","H12",2288.043,NA,"H",12
"","",NA,"","","","A1",2860.812,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",2860.812,0.201,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",2860.812,0.3659,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",2860.812,0.1724,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",2860.812,0.2845,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",2860.812,0.5294,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",2860.812,0.7869,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",2860.812,0.6932,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",2860.812,0.3259,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",2860.812,0.4822,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",2860.812,0.5492,"A",11
"","",NA,"","","","A12",2860.812,NA,"A",12
"","",NA,"","","","B1",2860.812,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",2860.812,0.2729,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",2860.812,0.2964,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",2860.812,0.1474,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",2860.812,0.4701,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",2860.812,0.4021,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",2860.812,0.2292,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",2860.812,0.5609,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",2860.812,0.5268,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",2860.812,0.4792,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",2860.812,0.4902,"B",11
"","",NA,"","","","B12",2860.812,NA,"B",12
"","",NA,"","","","C1",2860.812,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",2860.812,0.1369,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",2860.812,0.2283,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",2860.812,0.2073,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",2860.812,0.1945,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",2860.812,0.2667,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",2860.812,0.2617,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",2860.812,0.1787,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",2860.812,0.1458,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",2860.812,0.2541,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",2860.812,0.1495,"C",11
"","",NA,"","","","C12",2860.812,NA,"C",12
"","",NA,"","","","D1",2860.812,NA,"D",1
"","",NA,"","","","D2",2860.812,NA,"D",2
"","",NA,"","","","D3",2860.812,NA,"D",3
"","",NA,"","","","D4",2860.812,NA,"D",4
"","",NA,"","","","D5",2860.812,NA,"D",5
"","",NA,"","","","D6",2860.812,NA,"D",6
"","",NA,"","","","D7",2860.812,NA,"D",7
"","",NA,"","","","D8",2860.812,NA,"D",8
"","",NA,"","","","D9",2860.812,NA,"D",9
"","",NA,"","","","D10",2860.812,NA,"D",10
"","",NA,"","","","D11",2860.812,NA,"D",11
"","",NA,"","","","D12",2860.812,NA,"D",12
"","",NA,"","","","E1",2860.812,NA,"E",1
"","",NA,"","","","E2",2860.812,NA,"E",2
"","",NA,"","","","E3",2860.812,NA,"E",3
"","",NA,"","","","E4",2860.812,NA,"E",4
"","",NA,"","","","E5",2860.812,NA,"E",5
"","",NA,"","","","E6",2860.812,NA,"E",6
"","",NA,"","","","E7",2860.812,NA,"E",7
"","",NA,"","","","E8",2860.812,NA,"E",8
"","",NA,"","","","E9",2860.812,NA,"E",9
"","",NA,"","","","E10",2860.812,NA,"E",10
"","",NA,"","","","E11",2860.812,NA,"E",11
"","",NA,"","","","E12",2860.812,NA,"E",12
"","",NA,"","","","F1",2860.812,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",2860.812,0.1825,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",2860.812,0.2059,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",2860.812,0.1186,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",2860.812,0.1711,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",2860.812,0.1815,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",2860.812,0.202,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",2860.812,0.2263,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",2860.812,0.29,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",2860.812,0.3066,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",2860.812,0.2388,"F",11
"","",NA,"","","","F12",2860.812,NA,"F",12
"","",NA,"","","","G1",2860.812,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",2860.812,0.1891,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",2860.812,0.1768,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",2860.812,0.2891,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",2860.812,0.1854,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",2860.812,0.1721,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",2860.812,0.3732,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",2860.812,0.2332,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",2860.812,0.329,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",2860.812,0.2046,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",2860.812,0.3551,"G",11
"","",NA,"","","","G12",2860.812,NA,"G",12
"","",NA,"","","","H1",2860.812,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",2860.812,0.1858,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",2860.812,0.2211,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",2860.812,0.1202,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",2860.812,0.1537,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",2860.812,0.1412,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",2860.812,0.1702,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",2860.812,0.2218,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",2860.812,0.1973,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",2860.812,0.1477,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",2860.812,0.2819,"H",11
"","",NA,"","","","H12",2860.812,NA,"H",12
"","",NA,"","","","A1",3433.628,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",3433.628,0.2131,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",3433.628,0.4042,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",3433.628,0.1799,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",3433.628,0.3131,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",3433.628,0.5625,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",3433.628,0.8816,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",3433.628,0.7544,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",3433.628,0.3747,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",3433.628,0.5259,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",3433.628,0.6005,"A",11
"","",NA,"","","","A12",3433.628,NA,"A",12
"","",NA,"","","","B1",3433.628,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",3433.628,0.2904,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",3433.628,0.3267,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",3433.628,0.152,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",3433.628,0.5199,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",3433.628,0.4342,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",3433.628,0.2473,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",3433.628,0.5883,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",3433.628,0.5843,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",3433.628,0.5265,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",3433.628,0.5381,"B",11
"","",NA,"","","","B12",3433.628,NA,"B",12
"","",NA,"","","","C1",3433.628,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",3433.628,0.1432,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",3433.628,0.2466,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",3433.628,0.2112,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",3433.628,0.2081,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",3433.628,0.2798,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",3433.628,0.2755,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",3433.628,0.191,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",3433.628,0.1548,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",3433.628,0.2783,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",3433.628,0.1587,"C",11
"","",NA,"","","","C12",3433.628,NA,"C",12
"","",NA,"","","","D1",3433.628,NA,"D",1
"","",NA,"","","","D2",3433.628,NA,"D",2
"","",NA,"","","","D3",3433.628,NA,"D",3
"","",NA,"","","","D4",3433.628,NA,"D",4
"","",NA,"","","","D5",3433.628,NA,"D",5
"","",NA,"","","","D6",3433.628,NA,"D",6
"","",NA,"","","","D7",3433.628,NA,"D",7
"","",NA,"","","","D8",3433.628,NA,"D",8
"","",NA,"","","","D9",3433.628,NA,"D",9
"","",NA,"","","","D10",3433.628,NA,"D",10
"","",NA,"","","","D11",3433.628,NA,"D",11
"","",NA,"","","","D12",3433.628,NA,"D",12
"","",NA,"","","","E1",3433.628,NA,"E",1
"","",NA,"","","","E2",3433.628,NA,"E",2
"","",NA,"","","","E3",3433.628,NA,"E",3
"","",NA,"","","","E4",3433.628,NA,"E",4
"","",NA,"","","","E5",3433.628,NA,"E",5
"","",NA,"","","","E6",3433.628,NA,"E",6
"","",NA,"","","","E7",3433.628,NA,"E",7
"","",NA,"","","","E8",3433.628,NA,"E",8
"","",NA,"","","","E9",3433.628,NA,"E",9
"","",NA,"","","","E10",3433.628,NA,"E",10
"","",NA,"","","","E11",3433.628,NA,"E",11
"","",NA,"","","","E12",3433.628,NA,"E",12
"","",NA,"","","","F1",3433.628,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",3433.628,0.1886,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",3433.628,0.2097,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",3433.628,0.1217,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",3433.628,0.1759,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",3433.628,0.1862,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",3433.628,0.2018,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",3433.628,0.2276,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",3433.628,0.2897,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",3433.628,0.317,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",3433.628,0.2451,"F",11
"","",NA,"","","","F12",3433.628,NA,"F",12
"","",NA,"","","","G1",3433.628,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",3433.628,0.1866,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",3433.628,0.186,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",3433.628,0.2914,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",3433.628,0.1879,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",3433.628,0.1782,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",3433.628,0.3577,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",3433.628,0.2323,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",3433.628,0.33,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",3433.628,0.2066,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",3433.628,0.3696,"G",11
"","",NA,"","","","G12",3433.628,NA,"G",12
"","",NA,"","","","H1",3433.628,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",3433.628,0.1917,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",3433.628,0.2234,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",3433.628,0.1232,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",3433.628,0.1565,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",3433.628,0.1463,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",3433.628,0.179,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",3433.628,0.2181,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",3433.628,0.2008,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",3433.628,0.1497,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",3433.628,0.2865,"H",11
"","",NA,"","","","H12",3433.628,NA,"H",12
"","",NA,"","","","A1",4006.499,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",4006.499,0.2384,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",4006.499,0.4389,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",4006.499,0.1879,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",4006.499,0.3428,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",4006.499,0.5978,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",4006.499,0.953,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",4006.499,0.8137,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",4006.499,0.4232,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",4006.499,0.5675,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",4006.499,0.6501,"A",11
"","",NA,"","","","A12",4006.499,NA,"A",12
"","",NA,"","","","B1",4006.499,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",4006.499,0.3152,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",4006.499,0.3625,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",4006.499,0.1568,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",4006.499,0.5701,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",4006.499,0.4681,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",4006.499,0.269,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",4006.499,0.6426,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",4006.499,0.625,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",4006.499,0.5725,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",4006.499,0.582,"B",11
"","",NA,"","","","B12",4006.499,NA,"B",12
"","",NA,"","","","C1",4006.499,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",4006.499,0.1506,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",4006.499,0.268,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",4006.499,0.2165,"C",4
